;TripID;Questionnaire;Income;Gender;Age;Occupation;Education;HouseHoldSize;HouseHold16;driversLicense;carAvail;OriginLoc;DestLoc;Origin;Destination;startActiv;endActiv;tripStart_time;tripEnd_time;tripDuration;mode;TripDay;realTravelTime.Walk;realShortestDistance.Walk;realTransfer.Walk;realTravelTime.Car;realShortestDistance.Car;realTransfer.Car;realTravelTime.MrC;realShortestDistance.MrC;realTransfer.MrC;realTravelTime.Bus;realShortestDistance.Bus;realTransfer.Bus;realAccessWalkTime.Bus;realAccessWalkDist.Bus;realEgressWalkTime.Bus;realEgressWalkDist.Bus;realWaitingTime.Bus;EdPrimary;EdHighSchool;EdLyceum;EdUniversity;EdMSc;EdPhD;EdNoEducation;endMunic1;endMunic2;endMunic3;endMunic4;endMunic5;endMunic6;endMunic7;endMunic8;endMunic9;endMunic10;endMunic11;startMunic1;startMunic2;startMunic3;startMunic4;startMunic5;startMunic6;startMunic7;startMunic8;startMunic9;startMunic10;startMunic11;endHome;endWork;endLeisure;endShopping;endHealthActivities;endSports;endOther;startHome;startWork;startLeisure;startShopping;startHealthActivities;startSports;startOther;startPersonalActivities;Unemployed;Retired;Employed;Houseworks;Unemployed_other;Student;InZone
1581;1597;769;ΔΞ/ΔΑ;Male;16-24;Employed;University;3;3;1;TRUE;2;3;174;222;PersonalActivities;Home;12:30:00;13:00:00;30;Car;Πέμπτη;3461;4527;0;745;4932;0;745;4932;0;1555;4932;1;381;504;110;138;NA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;NA
1582;1598;769;ΔΞ/ΔΑ;Male;16-24;Employed;University;3;3;1;TRUE;3;4;222;489;Home;Leisure;23:30:00;23:50:00;20;Car;Πέμπτη;5071;6770;0;485;6502;0;485;6502;0;1639;6502;1;393;490;56;87;NA;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
1583;1599;770;10000-20000;Female;35-44;Employed;Lyceum;4;2;1;TRUE;1;2;903;937;Home;DropSomebody;8:00:00;8:10:00;10;Car;Πέμπτη;5507;7126;0;794;9600;0;794;9600;0;3149;9600;1;1486;1980;899;1227;NA;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
1584;1600;770;10000-20000;Female;35-44;Employed;Lyceum;4;2;1;TRUE;2;3;937;714;DropSomebody;DropSomebody;8:20:00;8:40:00;20;Car;Πέμπτη;3502;4938;0;569;5124;0;569;5124;0;2081;5124;2;1067;1227;128;121;NA;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
1585;1601;770;10000-20000;Female;35-44;Employed;Lyceum;4;2;1;TRUE;3;4;714;903;DropSomebody;Home;8:55:00;9:10:00;15;Car;Πέμπτη;8781;11663;0;1239;20196;0;1239;20196;0;4980;20196;1;1469;2078;588;803;NA;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
1586;1605;772;<10000;Female;45-54;Unemployed;HighSchool;5;4;0;TRUE;2;3;194;524;Shopping;Home;17:45:00;18:00:00;15;Car;Πέμπτη;4068;5116;0;795;5629;0;795;5629;0;1482;5629;2;424;1786;467;567;NA;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;NA
1589;1608;775;<10000;Female;35-44;Employed;University;4;4;1;TRUE;3;4;903;489;Home;Shopping;16:00:00;16:15:00;15;Car;Πέμπτη;16860;22756;0;1204;23507;0;1204;23507;0;5240;23507;3;2967;25561;860;1075;NA;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
1590;1609;775;<10000;Female;35-44;Employed;University;4;4;1;TRUE;4;5;489;903;Shopping;Home;19:00:00;19:15:00;15;Car;Πέμπτη;16969;22756;0;870;19116;0;870;19116;0;4632;19116;3;773;1086;55;52;NA;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;NA
1591;1610;776;20000-30000;Male;65+;Retired;Lyceum;2;2;1;TRUE;1;2;220;284;Home;Work;9:00:00;9:15:00;15;Car;Πέμπτη;1371;1811;0;470;2447;0;470;2447;0;777;2447;1;464;1827;313;429;NA;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;NA
1592;1612;776;20000-30000;Male;65+;Retired;Lyceum;2;2;1;TRUE;3;4;220;232;Home;Leisure;19:00:00;19:10:00;10;Car;Πέμπτη;683;881;0;157;923;0;157;923;0;485;923;1;303;414;65;85;NA;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;NA
1593;1613;776;20000-30000;Male;65+;Retired;Lyceum;2;2;1;TRUE;4;5;232;220;Leisure;Home;22:00:00;22:10:00;10;Car;Πέμπτη;651;881;0;159;1043;0;159;1043;0;580;1043;1;57;62;317;402;NA;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;NA
1594;1616;780;20000-30000;Male;45-54;Unemployed;University;2;2;1;TRUE;1;2;705;307;Home;HealthActivities;10:00:00;10:20:00;20;Car;Πέμπτη;12395;16613;0;1692;30169;0;1692;30169;0;3920;30169;2;477;666;603;748;NA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;NA
1595;1617;780;20000-30000;Male;45-54;Unemployed;University;2;2;1;TRUE;2;3;307;705;HealthActivities;Home;12:30:00;13:00:00;30;Car;Πέμπτη;12239;16613;0;1615;30232;0;1615;30232;0;3957;30232;2;891;1213;499;667;NA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;NA
1596;1623;783;<10000;Female;35-44;Employed;Lyceum;1;1;1;TRUE;2;3;701;511;Work;PersonalActivities;13:30:00;13:40:00;10;Car;Πέμπτη;6881;8903;0;1139;9705;0;1139;9705;0;2308;9705;2;327;455;314;407;NA;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
1597;1624;783;<10000;Female;35-44;Employed;Lyceum;1;1;1;TRUE;3;4;511;911;PersonalActivities;Home;17:00:00;17:10:00;10;Car;Πέμπτη;2058;2788;0;513;3001;0;513;3001;0;1012;3001;1;370;616;187;262;NA;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;NA
1598;1641;792;10000-20000;Male;35-44;Employed;University;3;2;1;TRUE;1;2;388;172;Home;Work;8:00:00;9:00:00;60;Car;Πέμπτη;5991;8056;0;1167;12318;0;1167;12318;0;2088;12318;1;285;400;87;117;NA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
1599;1642;792;10000-20000;Male;35-44;Employed;University;3;2;1;TRUE;2;3;172;388;Work;Home;17:00:00;17:45:00;45;Car;Πέμπτη;6243;8056;0;1068;8346;0;1068;8346;0;1992;8346;1;189;223;158;214;NA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
1602;1661;798;40000-50000;Male;35-44;Employed;University;4;2;1;TRUE;1;2;304;176;Home;Work;6:15:00;6:40:00;25;Car;Πέμπτη;4325;5839;0;1179;6738;0;1179;6738;0;1532;6738;1;141;183;252;356;NA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
1603;1662;798;40000-50000;Male;35-44;Employed;University;4;2;1;TRUE;2;3;176;606;Work;Work;8:35:00;9:05:00;30;Car;Πέμπτη;3592;4528;0;1042;6035;0;1042;6035;0;1359;6035;1;643;764;150;177;NA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
1604;1664;798;40000-50000;Male;35-44;Employed;University;4;2;1;TRUE;4;5;901;176;Work;Work;16:15:00;16:35:00;20;Car;Πέμπτη;2617;3728;0;796;4053;0;796;4053;0;1298;4053;1;771;3279;527;758;NA;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
1605;1665;798;40000-50000;Male;35-44;Employed;University;4;2;1;TRUE;5;6;176;309;Work;Work;18:30:00;19:10:00;40;Car;Πέμπτη;5775;7593;0;991;8397;0;991;8397;0;1971;8397;1;265;270;109;131;NA;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
1606;1666;798;40000-50000;Male;35-44;Employed;University;4;2;1;TRUE;6;7;309;243;Work;OtherMeetings;20:50:00;21:20:00;30;Car;Πέμπτη;3887;5023;0;990;5640;0;990;5640;0;1629;5640;2;804;3374;69;94;NA;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
1611;1673;802;10000-20000;Male;45-54;Employed;University;4;2;1;TRUE;1;2;224;171;Home;Work;6:15:00;6:30:00;15;Car;Πέμπτη;3317;4395;0;1001;4781;0;1001;4781;0;1323;4781;1;106;129;230;334;NA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
1612;1674;802;10000-20000;Male;45-54;Employed;University;4;2;1;TRUE;2;3;171;224;Work;Home;15:30:00;16:10:00;40;Car;Πέμπτη;3407;4396;0;889;4624;0;889;4624;0;1621;4624;1;337;418;122;156;NA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
1613;1675;802;10000-20000;Male;45-54;Employed;University;4;2;1;TRUE;3;4;224;953;Home;OtherMeetings;18:30:00;18:50:00;20;Car;Πέμπτη;2845;3746;0;765;3747;0;765;3747;0;1321;3747;1;106;129;372;470;NA;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
1614;1676;802;10000-20000;Male;45-54;Employed;University;4;2;1;TRUE;4;5;953;224;OtherMeetings;Home;23:00:00;23:10:00;10;Car;Πέμπτη;2893;3747;0;756;4186;0;756;4186;0;1059;4186;1;36;49;241;300;NA;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
1615;1679;804;10000-20000;Female;35-44;Employed;University;1;1;1;TRUE;1;2;910;584;Home;Work;6:15:00;6:35:00;20;Car;Πέμπτη;3414;4423;0;728;8399;0;728;8399;0;2309;8399;1;816;1253;70;103;NA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
1616;1680;804;10000-20000;Female;35-44;Employed;University;1;1;1;TRUE;2;3;584;910;Work;Home;15:00:00;16:00:00;60;Car;Πέμπτη;3287;4423;0;419;3851;0;419;3851;0;2423;3851;1;54;69;1039;1232;NA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
1618;1686;806;10000-20000;Female;35-44;Employed;University;4;2;1;TRUE;2;3;937;716;Work;Work;19:00:00;19:15:00;15;Car;Πέμπτη;2675;4050;0;381;4550;0;381;4550;0;1014;4550;2;173;242;109;136;NA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
1619;1687;806;10000-20000;Female;35-44;Employed;University;4;2;1;TRUE;3;4;716;937;Work;Home;22:15:00;22:40:00;25;Car;Πέμπτη;10634;13461;0;1027;15038;0;1027;15038;0;2322;15038;2;378;3456;179;234;NA;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
1620;1691;807;40000-50000;Male;55-64;Retired;University;4;4;1;TRUE;4;5;708;510;Leisure;Home;21:20:00;21:30:00;10;Car;Πέμπτη;3767;5880;0;530;5898;0;530;5898;0;1272;5898;1;41;46;323;336;NA;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;NA
1621;1693;807;40000-50000;Male;55-64;Retired;University;4;4;1;TRUE;6;7;708;510;Leisure;Home;23:30:00;23:35:00;5;Car;Πέμπτη;3767;5880;0;530;5898;0;530;5898;0;1272;5898;1;41;46;323;336;NA;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;NA
1622;1702;811;10000-20000;Male;35-44;Employed;Lyceum;3;1;1;TRUE;4;5;615;711;Home;Work;20:45:00;21:00:00;15;Car;Πέμπτη;7933;9593;0;1063;10368;0;1063;10368;0;2220;10368;2;77;107;223;316;NA;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
1623;1703;811;10000-20000;Male;35-44;Employed;Lyceum;3;1;1;TRUE;5;6;711;615;Work;Home;23:00:00;23:20:00;20;Car;Πέμπτη;6608;9592;0;1235;11464;0;1235;11464;0;3032;11464;1;257;316;1122;1570;NA;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
1624;1711;815;ΔΞ/ΔΑ;Female;35-44;Employed;University;4;2;1;TRUE;2;3;918;229;Work;Home;17:30:00;17:50:00;20;Car;Πέμπτη;5234;7146;0;721;9967;0;721;9967;0;1791;9967;1;1019;6910;772;1033;NA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
1625;1712;817;20000-30000;Male;45-54;Employed;PhD;3;3;1;TRUE;1;2;174;493;PickSomebody;Home;1:30:00;1:45:00;15;Car;Πέμπτη;6720;8475;0;1059;10957;0;1059;10957;0;2491;10957;3;737;4013;855;864;NA;0;0;0;0;0;13;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
1626;1713;817;20000-30000;Male;45-54;Employed;PhD;3;3;1;TRUE;2;3;493;714;Home;HorkRelatedActivities;9:00:00;9:10:00;10;Car;Πέμπτη;5283;7635;0;593;9246;0;593;9246;0;1995;9246;3;510;864;43;61;NA;0;0;0;0;0;13;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
1627;1714;817;20000-30000;Male;45-54;Employed;PhD;3;3;1;TRUE;3;4;714;493;HorkRelatedActivities;HomeWork;9:40:00;10:00:00;20;Car;Πέμπτη;6068;7634;0;760;10449;0;760;10449;0;2787;10449;3;131;155;896;925;NA;0;0;0;0;0;13;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
1628;1726;822;20000-30000;Male;55-64;Unemployed;University;2;2;1;TRUE;2;3;711;787;Shopping;Home;12:40:00;12:45:00;5;Car;Πέμπτη;987;1561;0;283;1802;0;283;1802;0;965;1802;1;154;160;185;261;NA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;NA
1629;1731;827;10000-20000;Male;25-34;Unemployed;University;3;3;1;TRUE;1;2;706;112;Home;PersonalActivities;14:30:00;14:50:00;20;Car;Πέμπτη;7127;9650;0;1136;9864;0;1136;9864;0;2199;9864;2;366;494;226;338;NA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;NA
1630;1732;827;10000-20000;Male;25-34;Unemployed;University;3;3;1;TRUE;2;3;112;627;PersonalActivities;Leisure;15:20:00;15:40:00;20;Car;Πέμπτη;4280;5646;0;1196;7524;0;1196;7524;0;2127;7524;1;289;400;192;269;NA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;NA
1631;1733;827;10000-20000;Male;25-34;Unemployed;University;3;3;1;TRUE;3;4;627;706;Leisure;Home;17:00:00;17:10:00;10;Car;Πέμπτη;3784;5246;0;711;6111;0;711;6111;0;1756;6111;1;1084;1583;348;461;NA;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;NA
1636;1756;833;<10000;Female;55-64;Retired;University;3;3;1;TRUE;4;5;303;309;PickSomebody;Home;20:40:00;20:50:00;10;Car;Πέμπτη;1466;1948;0;440;3404;0;440;3404;0;1276;3404;1;495;655;228;315;NA;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NA
1637;1757;834;20000-30000;Female;45-54;Employed;University;3;3;1;TRUE;1;2;408;717;Home;Work;14:30:00;15:00:00;30;Car;Πέμπτη;14057;19198;0;1644;21831;0;1644;21831;0;4684;21831;3;473;670;300;329;NA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
1638;1759;834;20000-30000;Female;45-54;Employed;University;3;3;1;TRUE;3;4;714;717;HorkRelatedActivities;Work;19:30:00;19:35:00;5;Car;Πέμπτη;5416;7351;0;676;9387;0;676;9387;0;1191;9387;2;207;1775;287;328;NA;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
1639;1760;834;20000-30000;Female;45-54;Employed;University;3;3;1;TRUE;4;5;717;408;Work;Home;23:30:00;23:40:00;10;Car;Πέμπτη;14250;19196;0;1612;21400;0;1612;21400;0;4861;21400;3;222;329;151;209;NA;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
1640;1763;836;ΔΞ/ΔΑ;Female;35-44;Employed;Lyceum;4;2;1;TRUE;1;2;911;312;Home;Work;6:00:00;7:00:00;60;Car;Πέμπτη;9780;12961;0;1312;19405;0;1312;19405;0;3713;19405;2;1289;4834;753;1037;NA;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
1641;1764;836;ΔΞ/ΔΑ;Female;35-44;Employed;Lyceum;4;2;1;TRUE;2;3;312;911;Work;Home;15:00:00;16:30:00;90;Car;Πέμπτη;9875;12961;0;1364;19261;0;1364;19261;0;4375;19261;2;938;1141;316;405;NA;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
1642;1766;837;ΔΞ/ΔΑ;Female;35-44;Employed;Lyceum;3;2;1;TRUE;2;3;911;934;DropSomebody;Work;8:00:00;9:00:00;60;Car;Πέμπτη;14542;18819;0;1308;18900;0;1308;18900;0;3360;18900;2;268;404;167;233;NA;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
1643;1767;837;ΔΞ/ΔΑ;Female;35-44;Employed;Lyceum;3;2;1;TRUE;3;4;934;188;Work;PersonalActivities;15:00:00;16:15:00;75;Car;Πέμπτη;17356;23126;0;1690;27537;0;1690;27537;0;3679;27537;1;3281;20209;398;581;NA;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
1644;1768;837;ΔΞ/ΔΑ;Female;35-44;Employed;Lyceum;3;2;1;TRUE;4;5;188;626;PersonalActivities;Home;17:00:00;17:15:00;15;Car;Πέμπτη;5300;6905;0;1118;8221;0;1118;8221;0;2126;8221;2;744;3472;738;953;NA;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;NA
1645;1771;839;10000-20000;Female;25-34;Employed;University;3;2;1;TRUE;1;2;115;116;Home;Work;8:00:00;8:10:00;10;Car;Πέμπτη;882;1165;0;304;1329;0;304;1329;0;502;1329;1;149;173;148;194;NA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
1646;1772;839;10000-20000;Female;25-34;Employed;University;3;2;1;TRUE;2;3;116;115;Work;Home;16:00:00;16:15:00;15;Car;Πέμπτη;905;1165;0;412;1761;0;412;1761;0;528;1761;1;282;380;70;92;NA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
1647;1778;842;10000-20000;Male;35-44;Employed;University;3;2;1;TRUE;3;4;218;213;Home;DropSomebody;18:00:00;18:05:00;5;Car;Πέμπτη;843;1140;0;220;1236;0;220;1236;0;549;1236;1;224;297;123;174;NA;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
1648;1779;842;10000-20000;Male;35-44;Employed;University;3;2;1;TRUE;4;5;213;218;DropSomebody;Home;19:05:00;19:10:00;5;Car;Πέμπτη;854;1155;0;273;1155;0;273;1155;0;753;1155;1;431;553;158;216;NA;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
1649;1780;843;20000-30000;Female;45-54;Houseworks;Lyceum;2;2;1;TRUE;1;2;711;714;Home;PickSomebody;20:00:00;20:40:00;40;Car;Πέμπτη;19095;26452;0;1617;32118;0;1617;32118;0;4666;32118;2;156;167;43;61;NA;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA
1650;1781;843;20000-30000;Female;45-54;Houseworks;Lyceum;2;2;1;TRUE;2;3;714;711;PickSomebody;Home;22:00:00;22:40:00;40;Car;Πέμπτη;20878;26454;0;1758;32924;0;1758;32924;0;5482;32924;2;131;155;53;93;NA;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA
1651;1789;847;20000-30000;Female;45-54;Houseworks;Lyceum;2;2;1;TRUE;1;2;388;493;Home;Shopping;19:30:00;19:35:00;5;Car;Πέμπτη;838;1185;0;117;1190;0;117;1190;0;500;1190;1;200;987;300;358;NA;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA
